FOODID;FOODUNIT;MASS
33486;PORTM;6,00
33486;PORTS;3,00
33487;TL;4,50
33487;DL;95,00
33487;RKL;14,00
33487;PORTL;10,00
33487;PORTM;6,00
33487;PORTS;3,00
33488;TL;4,50
33488;DL;95,00
33488;RKL;14,00
33488;PORTL;10,00
33488;PORTM;6,00
33488;PORTS;3,00
33489;TL;4,50
33489;DL;95,00
33489;RKL;14,00
33489;PORTL;10,00
33489;PORTM;6,00
33489;PORTS;3,00
33491;PORTL;400,00
33491;PORTM;350,00
33491;PORTS;200,00
33492;PORTL;250,00
33492;PORTM;200,00
33492;PORTS;150,00
33493;DL;100,00
33493;RKL;15,00
33493;TL;5,00
33493;PORTS;100,00
33493;PORTM;180,00
33493;PORTL;250,00
33494;KPL_S;5,00
33494;KPL_M;10,00
33494;KPL_L;15,00
33494;PORTM;60,00
33494;PORTS;30,00
33494;PORTL;90,00
33495;KPL_S;80,00
33495;KPL_M;115,00
33495;KPL_L;150,00
33495;PORTS;80,00
33495;PORTM;120,00
33495;PORTL;160,00
33496;RKL;14,00
33496;DL;95,00
33496;TL;4,50
33496;PORTS;3,00
33496;PORTM;6,00
33496;PORTL;10,00
33498;PORTS;150,00
33498;PORTL;195,00
33498;PORTM;175,00
33499;TL;1,50
33499;RKL;5,00
33499;DL;35,00
33499;PORTL;100,00
33499;PORTM;50,00
33499;PORTS;20,00
33501;DL;100,00
33501;RKL;14,00
33501;TL;4,00
33501;PORTL;300,00
33501;PORTM;150,00
33501;PORTS;100,00
33502;KPL_M;64,00
33502;PORTS;60,00
33502;PORTM;150,00
33502;PORTL;210,00
33519;PORTS;0,25
33519;PORTM;0,50
33519;PORTL;1,00
33519;TL;0,50
33520;KPL_VALM;0,09
33520;PORTS;0,09
33520;PORTM;0,18
33520;PORTL;0,27
33521;PORTS;1,00
33521;PORTM;2,00
33521;PORTL;3,00
33521;KPL_VALM;2,00
33525;PORTS;5,00
33525;PORTM;15,00
33525;PORTL;30,00
33531;KPL_VALM;70,00
33531;PORTM;70,00
33531;PORTL;105,00
33531;PORTS;35,00
33534;PORTL;210,00
33534;PORTM;150,00
33534;PORTS;60,00
33535;DL;100,00
33535;RKL;15,00
33535;TL;5,00
33535;PORTL;320,00
33535;PORTM;230,00
33535;PORTS;150,00
33536;DL;100,00
33536;RKL;15,00
33536;PORTS;200,00
33536;PORTM;350,00
33536;PORTL;400,00
33537;DL;100,00
33537;RKL;15,00
33537;PORTS;200,00
33537;PORTM;350,00
33537;PORTL;400,00
33540;KPL_M;20,00
33540;PORTS;90,00
33540;PORTM;135,00
33540;PORTL;200,00
33542;KPL_S;100,00
33542;KPL_M;170,00
33542;KPL_L;300,00
33542;PORTS;20,00
33542;PORTM;40,00
33542;PORTL;80,00
33549;PORTS;10,00
33549;PORTM;18,00
33549;PORTL;55,00
33550;PORTS;3,30
33550;PORTM;6,70
33550;PORTL;10,00
33551;PORTL;30,00
33551;PORTM;20,00
33551;PORTS;10,00
33553;PORTL;50,00
33553;PORTM;20,00
33553;PORTS;10,00
33553;DL;100,00
33553;RKL;15,00
33553;TL;5,00
33553;KPL_VALM;50,00
33554;KPL_S;4,00
33554;KPL_M;8,00
33554;KPL_L;12,00
33554;PORTS;4,00
33554;PORTM;8,00
33554;PORTL;15,00
33555;KPL_L;12,00
33555;KPL_M;8,00
33555;KPL_S;4,00
33555;PORTL;15,00
33555;PORTM;8,00
33555;PORTS;4,00
33556;KPL_S;4,00
33556;KPL_M;8,00
33556;KPL_L;12,00
33556;PORTS;4,00
33556;PORTM;8,00
33556;PORTL;15,00
33558;PORTL;25,00
33558;PORTS;5,00
33558;KPL_M;3,50
33558;PORTM;13,00
33559;DL;115,00
33559;RKL;17,00
33559;TL;5,50
33559;PORTS;17,00
33559;PORTM;40,00
33559;PORTL;65,00
33561;KPL_M;20,00
33561;PORTS;90,00
33561;PORTM;135,00
33561;PORTL;200,00
33562;PORTS;100,00
33562;PORTM;150,00
33562;PORTL;225,00
33564;PORTS;100,00
33564;PORTL;215,00
33564;PORTM;160,00
33565;DL;60,00
33565;PORTS;50,00
33565;PORTM;80,00
33565;PORTL;110,00
33566;DL;90,00
33566;PORTS;50,00
33566;PORTM;75,00
33566;PORTL;100,00
33568;DL;65,00
33568;RKL;13,00
33568;PORTL;100,00
33568;PORTM;50,00
33568;PORTS;20,00
33569;RKL;10,00
33569;DL;65,00
33569;PORTS;20,00
33569;PORTM;50,00
33569;PORTL;100,00
33579;DL;65,00
33579;RKL;10,00
33579;PORTS;20,00
33579;PORTM;50,00
33579;PORTL;100,00
33583;KPL_M;300,00
33583;PORTS;150,00
33583;PORTM;300,00
33583;PORTL;450,00
33584;PORTS;150,00
33584;PORTM;200,00
33584;PORTL;400,00
33584;TL;5,00
33584;RKL;15,00
33584;DL;100,00
33585;DL;100,00
33585;RKL;15,00
33585;TL;5,00
33585;PORTL;320,00
33585;PORTM;230,00
33585;PORTS;150,00
33586;KPL_VALM;48,00
33586;KPL_M;48,00
33586;PORTS;30,00
33586;PORTL;96,00
33586;PORTM;48,00
33587;PORTS;100,00
33587;PORTM;160,00
33587;PORTL;215,00
33588;PORTL;300,00
33588;PORTS;100,00
33588;PORTM;200,00
33589;DL;65,00
33589;PORTS;100,00
33589;PORTL;215,00
33589;PORTM;160,00
33590;PORTS;100,00
33590;PORTL;215,00
33590;PORTM;160,00
33592;KPL_VALM;235,00
33592;PORTM;250,00
33592;PORTL;320,00
33592;PORTS;170,00
33594;PORTL;180,00
33594;PORTM;90,00
33594;PORTS;45,00
33594;KPL_VALM;90,00
33596;PORTS;150,00
33596;PORTM;200,00
33596;PORTL;400,00
33596;TL;5,00
33596;DL;100,00
33596;RKL;15,00
33597;PORTS;150,00
33597;PORTM;200,00
33597;PORTL;400,00
33597;DL;100,00
33597;RKL;15,00
33598;KPL_M;13,00
33598;PORTS;15,00
33598;PORTM;30,00
33598;PORTL;75,00
33599;DL;100,00
33599;RKL;15,00
33599;PORTS;200,00
33599;PORTM;350,00
33599;PORTL;400,00
33600;PORTL;400,00
33600;PORTM;200,00
33600;PORTS;150,00
33600;DL;100,00
33600;RKL;15,00
33601;DL;75,00
33601;RKL;11,00
33601;PORTS;20,00
33601;PORTL;60,00
33601;PORTM;35,00
33602;RKL;12,00
33602;DL;85,00
33602;PORTL;300,00
33602;PORTM;200,00
33602;PORTS;125,00
33603;DL;110,00
33603;RKL;20,00
33603;PORTM;80,00
33603;PORTS;20,00
33603;PORTL;170,00
33604;DL;90,00
33604;RKL;15,00
33604;PORTS;20,00
33604;PORTM;80,00
33604;PORTL;170,00
33605;KPL_S;35,00
33605;KPL_M;60,00
33605;KPL_L;90,00
33605;PORTS;40,00
33605;PORTM;80,00
33605;PORTL;130,00
33606;KPL_VALM;235,00
33606;PORTS;170,00
33606;PORTL;320,00
33606;PORTM;250,00
33608;KPL_VALM;235,00
33608;PORTS;170,00
33608;PORTL;320,00
33608;PORTM;250,00
33609;PORTS;60,00
33609;PORTM;120,00
33609;PORTL;180,00
33612;KPL_M;15,00
33612;PORTS;90,00
33612;PORTM;120,00
33612;PORTL;150,00
