FOODID;CONFDID;AMOUNT;FOODUNIT;MASS;EVREMAIN;RECYEAR
8035;642;30,00;G;30,00;100;
8035;110;18,00;G;18,00;100;
8035;30;7,50;G;7,50;100;
8035;33456;200,00;G;200,00;86;
8038;824;550,00;G;550,00;85;2011
8038;684;300,00;G;300,00;86;2011
8038;356;250,00;G;250,00;84;2011
8038;858;200,00;G;200,00;85;2011
8038;5900;25,00;G;25,00;100;2011
8038;110;15,00;G;15,00;100;2011
8038;30;12,30;G;12,30;100;2011
8038;642;10,00;G;10,00;86;2011
8038;126;10,00;G;10,00;100;2011
8039;824;400,00;G;400,00;85;
8039;205;400,00;G;400,00;85;
8039;922;500,00;G;500,00;85;
8039;337;50,00;G;50,00;85;
8039;333;12,00;G;12,00;85;
8039;30;7,50;G;7,50;100;
8041;800;500,00;G;500,00;90;
8041;922;100,00;G;100,00;90;
8041;632;100,00;G;100,00;90;
8041;354;50,00;G;50,00;90;
8041;30;5,00;G;5,00;100;
8042;813;700,00;G;700,00;80;
8042;632;250,00;G;250,00;80;
8042;5900;13,50;G;13,50;100;
8042;126;25,00;G;25,00;100;
8042;851;30,00;G;30,00;80;
8042;30;5,00;G;5,00;100;
8042;642;25,00;G;25,00;100;
8043;826;400,00;G;400,00;90;
8043;684;200,00;G;200,00;90;
8043;922;200,00;G;200,00;90;
8043;5900;4,00;G;4,00;100;
8043;642;120,00;G;120,00;100;
8043;110;27,00;G;27,00;100;
8043;30;4,00;G;4,00;100;
8043;126;10,00;G;10,00;100;
8046;826;300,00;G;300,00;90;
8046;356;200,00;G;200,00;90;
8046;647;125,00;G;125,00;90;
8046;684;300,00;G;300,00;90;
8046;30;4,00;G;4,00;100;
8046;5900;4,00;G;4,00;100;
8047;11060;63,00;G;63,00;100;
8047;828;200,00;G;200,00;100;
8047;370;100,00;G;100,00;100;
8047;858;120,00;G;120,00;100;
8047;11511;200,00;G;200,00;100;
8047;337;50,00;G;50,00;100;
8047;355;100,00;G;100,00;100;
8047;330;50,00;G;50,00;100;
8048;802;50,00;G;50,00;100;
8048;858;25,00;G;25,00;100;
8048;330;25,00;G;25,00;100;
8050;307;45,00;G;45,00;100;
8050;802;35,00;G;35,00;100;
8050;28913;15,00;G;15,00;100;
8050;335;5,00;G;5,00;100;
8051;802;40,00;G;40,00;100;
8051;649;40,00;G;40,00;100;
8051;370;20,00;G;20,00;100;
8053;330;25,00;G;25,00;100;
8053;835;25,00;G;25,00;100;
8053;352;20,00;G;20,00;100;
8053;834;15,00;G;15,00;100;
8053;345;15,00;G;15,00;100;
8060;922;500,00;G;500,00;88;
8060;205;360,00;G;360,00;88;
8060;871;400,00;G;400,00;88;
8060;684;400,00;G;400,00;88;
8060;335;75,00;G;75,00;88;
8060;5900;15,00;G;15,00;100;
8060;110;9,00;G;9,00;100;
8060;30;7,50;G;7,50;100;
8062;922;500,00;G;500,00;88;2011
8062;205;360,00;G;360,00;88;2011
8062;684;400,00;G;400,00;88;2011
8062;335;75,00;G;75,00;88;2011
8062;5900;15,00;G;15,00;100;2011
8062;110;9,00;G;9,00;100;2011
8062;30;7,50;G;7,50;100;2011
8062;33419;400,00;G;400,00;88;2011
8063;5900;60,00;G;60,00;100;2011
8063;858;60,00;G;60,00;80;2011
8063;126;50,00;G;50,00;100;2011
8063;30;5,00;G;5,00;100;2011
8063;33419;800,00;G;800,00;80;2011
8065;828;25,00;G;25,00;100;
8065;1379;25,00;G;25,00;100;
8065;3350;22,00;G;22,00;100;
8065;352;12,00;G;12,00;100;
8065;355;8,50;G;8,50;100;
8065;335;4,20;G;4,20;100;
8065;541;2,50;G;2,50;100;
8065;30;0,30;G;0,30;100;
8068;800;1098,00;G;1098,00;88;
8068;30;13,00;G;13,00;100;
8069;828;285,00;G;285,00;75;
8069;29;225,00;G;225,00;70;
8069;352;200,00;G;200,00;75;
8069;335;85,00;G;85,00;75;
8069;5900;25,00;G;25,00;100;
8069;632;25,00;G;25,00;75;
8069;333;20,00;G;20,00;75;
8069;110;5,00;G;5,00;100;
8069;393;3,00;G;3,00;75;
8070;835;200,00;G;200,00;85;
8070;352;100,00;G;100,00;85;
8070;632;100,00;G;100,00;85;
8070;29;100,00;G;100,00;85;
8070;628;50,00;G;50,00;85;
8070;5900;25,00;G;25,00;100;
8070;335;20,00;G;20,00;85;
8070;337;10,00;G;10,00;85;
8070;393;2,00;G;2,00;85;
8070;30;2,00;G;2,00;100;
8071;835;24,20;G;24,20;100;
8071;330;20,20;G;20,20;100;
8071;615;13,60;G;13,60;100;
8071;352;11,50;G;11,50;100;
8071;346;9,80;G;9,80;100;
8071;340;9,80;G;9,80;100;
8071;11064;8,50;G;8,50;100;
8071;541;2,30;G;2,30;100;
8071;30;0,10;G;0,10;100;
8072;856;200,00;G;200,00;90;
8072;802;50,00;G;50,00;90;
8072;110;150,00;G;150,00;100;
8072;858;120,00;G;120,00;90;
8072;5900;125,00;G;125,00;100;
8072;335;50,00;G;50,00;90;
8072;922;45,00;G;45,00;90;
8072;684;100,00;G;100,00;90;
8072;615;200,00;G;200,00;90;
8072;30;2,50;G;2,50;100;
8073;684;474,00;G;474,00;86;
8073;352;379,00;G;379,00;85;
8073;818;142,00;G;142,00;85;
8073;117;68,00;G;68,00;100;
8073;5900;41,00;G;41,00;100;
8073;110;26,00;G;26,00;100;
8073;333;12,00;G;12,00;86;
8073;393;3,00;G;3,00;84;
8073;30;3,00;G;3,00;100;
8073;33449;28,00;G;28,00;86;
8074;824;1200,00;G;1200,00;80;
8074;5900;50,00;G;50,00;90;
8074;30;10,00;G;10,00;100;
8075;5904;300,00;G;300,00;100;
8075;110;300,00;G;300,00;100;
8075;922;200,00;G;200,00;90;
8075;11067;200,00;G;200,00;90;
8075;335;55,00;G;55,00;90;
8075;30;5,00;G;5,00;100;
8075;1379;280,00;G;280,00;100;
8075;8513;120,00;G;120,00;100;
8077;824;800,00;G;800,00;85;
8077;632;300,00;G;300,00;85;
8077;858;180,00;G;180,00;85;
8077;684;100,00;G;100,00;85;
8077;28914;60,00;G;60,00;85;
8077;5900;13,50;G;13,50;100;
8077;300;50,00;G;50,00;85;
8077;335;50,00;G;50,00;85;
8077;162;15,00;G;15,00;100;
8077;30;10,00;G;10,00;100;
8077;110;9,00;G;9,00;100;
8078;632;100,00;G;100,00;80;2011
8078;30;7,50;G;7,50;100;2011
8078;126;20,00;G;20,00;100;2011
8078;33419;800,00;G;800,00;80;2011
8088;5900;15,00;G;15,00;80;2011
8088;30;5,00;G;5,00;100;2011
8088;126;25,00;G;25,00;100;2011
8088;33419;500,00;G;500,00;80;2011
8089;30;5,00;G;5,00;100;2011
8089;33419;500,00;G;500,00;85;2011
8092;632;250,00;G;250,00;88;2011
8092;205;450,00;G;450,00;88;2011
8092;335;110,00;G;110,00;88;2011
8092;369;20,00;G;20,00;88;2011
8092;30;5,00;G;5,00;100;2011
8092;33419;175,00;G;175,00;88;2011
8093;11511;600,00;G;600,00;100;
8093;11060;174,00;G;174,00;100;
8093;337;125,00;G;125,00;100;
8093;856;200,00;G;200,00;100;
8093;802;200,00;G;200,00;100;
8095;630;200,00;G;200,00;80;2011
8095;369;20,00;G;20,00;80;2011
8095;30;8,00;G;8,00;100;2011
8095;11557;30,00;G;30,00;80;2011
8095;33419;500,00;G;500,00;80;2011
8096;824;900,00;G;900,00;86;2011
8096;541;110,00;G;110,00;100;2011
8096;11048;70,00;G;70,00;100;2011
8096;858;75,00;G;75,00;80;2011
8096;922;50,00;G;50,00;80;2011
8096;110;50,00;G;50,00;100;2011
8096;30;7,00;G;7,00;100;2011
8096;11178;0,20;G;0,20;100;2011
8097;356;390,00;G;390,00;84;2011
8097;922;390,00;G;390,00;82;2011
8097;848;155,00;G;155,00;85;2011
8097;835;85,00;G;85,00;100;2011
8097;11159;67,00;G;67,00;82;2011
8097;815;45,00;G;45,00;85;2011
8097;392;3,60;G;3,60;86;2011
8097;75;1,60;G;1,60;100;2011
8098;820;55,20;G;55,20;88;
8098;75;37,84;G;37,84;83;
8098;335;3,50;G;3,50;84;
8098;500;2,50;G;2,50;85;
8098;30;0,90;G;0,90;100;
8098;11178;0,06;G;0,06;100;
8100;800;1000,00;G;1000,00;90;
8100;11550;100,00;G;100,00;90;
8100;28925;60,00;G;60,00;90;
8100;5900;14,00;G;14,00;100;
8100;369;15,00;G;15,00;100;
8100;30;7,50;G;7,50;100;
8111;865;860,00;G;860,00;82;
8111;5907;100,00;G;100,00;100;
8111;858;60,00;G;60,00;80;
8111;922;50,00;G;50,00;80;
8111;110;50,00;G;50,00;100;
8111;11048;50,00;G;50,00;100;
8111;30;7,00;G;7,00;100;
8500;858;55,00;G;55,00;90;2009
8500;5900;3,90;G;3,90;100;2009
8500;30;0,45;G;0,45;100;2009
8501;851;20,00;G;20,00;90;2009
8501;5900;1,40;G;1,40;100;2009
8501;30;0,16;G;0,16;100;2009
8502;852;35,00;G;35,00;90;2009
8502;5900;2,50;G;2,50;100;2009
8502;30;0,28;G;0,28;100;2009
8503;858;420,00;G;420,00;80;
8503;922;100,00;G;100,00;80;
8503;5900;22,50;G;22,50;100;
8503;30;3,75;G;3,75;100;
8504;858;420,00;G;420,00;80;
8504;642;125,00;G;125,00;80;
8504;922;100,00;G;100,00;80;
8504;5900;22,50;G;22,50;100;
8504;30;3,75;G;3,75;100;
8505;858;200,00;G;200,00;80;2009
8505;922;50,00;G;50,00;80;2009
8505;5900;10,00;G;10,00;100;2009
8505;30;4,00;G;4,00;100;2009
8505;33456;100,00;G;100,00;78;2009
8506;858;240,00;G;240,00;80;
8506;684;150,00;G;150,00;80;
8506;5900;22,50;G;22,50;100;
8506;30;2,00;G;2,00;100;
8509;8513;65,00;G;65,00;100;2016
8509;597;20,00;G;20,00;100;2016
8509;33726;15,00;G;15,00;100;2016
8509;30;1,00;G;1,00;100;2016
8510;858;180,00;G;180,00;100;2016
8510;649;150,00;G;150,00;100;2016
8510;597;20,00;G;20,00;100;2016
8510;33726;20,00;G;20,00;100;2016
8510;30;4,00;G;4,00;100;2016
8512;684;400,00;G;400,00;80;2009
8512;858;220,00;G;220,00;80;2009
8512;30;6,00;G;6,00;100;2009
8512;5900;5,00;G;5,00;100;2009
8512;33456;200,00;G;200,00;86;2009
8513;858;100,00;G;100,00;100;
8514;684;600,00;G;600,00;80;2009
8514;682;180,00;G;180,00;100;2009
8514;858;165,00;G;165,00;80;2009
8514;630;120,00;G;120,00;100;2009
8514;110;110,00;G;110,00;100;2009
8514;5900;100,00;G;100,00;100;2009
8514;642;40,00;G;40,00;100;2009
8514;369;15,00;G;15,00;100;2009
8514;33409;200,00;G;200,00;100;2009
8515;684;425,00;G;425,00;86;
8515;335;300,00;G;300,00;84;
8515;682;170,00;G;170,00;86;
8515;858;175,00;G;175,00;85;
8515;775;150,00;G;150,00;100;
8515;630;120,00;G;120,00;82;
8515;5900;80,00;G;80,00;100;
8515;110;69,00;G;69,00;100;
8515;333;25,00;G;25,00;86;
8515;642;25,00;G;25,00;86;
8515;28;15,00;G;15,00;100;
11002;330;50,00;G;50,00;100;
11002;33456;50,00;G;50,00;100;
11005;153;25,00;G;25,00;100;
11005;152;25,00;G;25,00;100;
11005;114;25,00;G;25,00;100;
11005;103;25,00;G;25,00;100;
11006;11030;1200,00;G;1200,00;100;
11006;922;1000,00;G;1000,00;85;
11006;124;400,00;G;400,00;100;
11006;30;15,00;G;15,00;100;
11006;26;50,00;G;50,00;100;
11068;922;20,00;G;20,00;100;
11068;672;10,00;G;10,00;100;
11068;29210;60,00;G;60,00;100;
11068;32837;10,00;G;10,00;100;
11070;11041;71,00;G;71,00;100;2011
11070;922;29,00;G;29,00;83;2011
11087;385;;;;;2016
11094;1379;50,00;G;50,00;86;
11094;922;20,61;G;20,61;82;
11094;110;20,00;G;20,00;100;
11094;100;15,00;G;15,00;100;
11094;5900;5,00;G;5,00;90;
11094;30;0,60;G;0,60;100;
11095;110;900,00;G;900,00;100;
11095;922;500,00;G;500,00;90;
11095;1;200,00;G;200,00;100;
11095;5907;175,00;G;175,00;100;
11095;11014;75,00;G;75,00;100;
11095;858;110,00;G;110,00;90;
11095;5906;100,00;G;100,00;100;
11095;26;50,00;G;50,00;90;
11095;30;10,00;G;10,00;100;
11120;110;1000,00;G;1000,00;100;
11120;922;500,00;G;500,00;87;
11120;5900;250,00;G;250,00;100;
11120;1;170,00;G;170,00;100;
11120;858;110,00;G;110,00;87;
11120;26;50,00;G;50,00;87;
11120;79;5,00;G;5,00;100;
11123;110;1000,00;G;1000,00;100;
11123;922;500,00;G;500,00;87;
11123;672;60,00;G;60,00;100;
11123;530;150,00;G;150,00;100;
11123;1;170,00;G;170,00;100;
11123;858;110,00;G;110,00;87;
11123;26;50,00;G;50,00;87;
11123;30;5,00;G;5,00;100;
11124;30;5,00;G;5,00;100;
11124;110;1000,00;G;1000,00;100;
11124;684;500,00;G;500,00;87;
11124;530;250,00;G;250,00;100;
11124;1;170,00;G;170,00;100;
11124;858;110,00;G;110,00;87;
11124;26;50,00;G;50,00;87;
11126;922;500,00;G;500,00;85;
11126;111;500,00;G;500,00;100;
11126;110;500,00;G;500,00;100;
11126;100;500,00;G;500,00;100;
11126;26;50,00;G;50,00;85;
11126;30;15,00;G;15,00;100;
11144;922;90,00;G;90,00;100;
11144;1;5,00;G;5,00;100;
11144;933;2,00;G;2,00;100;
11144;619;1,00;G;1,00;100;
11144;333;0,20;G;0,20;100;
11144;30;0,20;G;0,20;100;
11144;33433;0,20;G;0,20;100;
11158;300;40,00;G;40,00;100;
11158;322;40,00;G;40,00;100;
11158;324;20,00;G;20,00;100;
11508;748;107,18;G;107,18;70;
11508;705;35,72;G;35,72;70;
11511;205;1000,00;G;1000,00;100;
11514;11511;600,00;G;600,00;100;
11514;922;400,00;G;400,00;100;
11515;11511;600,00;G;600,00;100;2008
11515;29413;400,00;G;400,00;100;2008
11516;11511;400,00;G;400,00;100;
11516;29229;300,00;G;300,00;100;
11516;922;300,00;G;300,00;100;
11517;11511;40,00;G;40,00;100;
11517;922;30,00;G;30,00;100;
11517;33040;30,00;G;30,00;100;
11518;11511;40,00;G;40,00;100;
11518;11508;30,00;G;30,00;100;
11518;922;30,00;G;30,00;100;
11519;922;30,00;G;30,00;100;2011
11519;11511;30,00;G;30,00;100;2011
11519;29229;20,00;G;20,00;100;2011
11519;29682;20,00;G;20,00;100;2011
11520;922;30,00;G;30,00;100;
11520;11511;30,00;G;30,00;100;
11520;29229;20,00;G;20,00;100;
11520;33062;20,00;G;20,00;100;
11523;307;31,30;G;31,30;100;
11523;337;20,80;G;20,80;100;
11523;562;15,00;G;15,00;100;
11523;1;2,10;G;2,10;100;
11523;2033;31,00;G;31,00;100;
11553;1;25,00;G;25,00;100;2009
11553;11062;19,00;G;19,00;100;2009
11553;11054;19,00;G;19,00;100;2009
11553;11051;19,00;G;19,00;100;2009
11553;11049;19,00;G;19,00;100;2009
11730;922;22,00;G;22,00;100;
11730;111;16,00;G;16,00;100;
11730;110;52,00;G;52,00;100;
11730;5906;5,00;G;5,00;100;
11730;3;2,00;G;2,00;100;
11730;26;2,00;G;2,00;100;
11730;79;1,00;G;1,00;100;
11733;110;700,00;G;700,00;100;2015
11733;922;380,00;G;380,00;82;2015
11733;5900;19,00;G;19,00;100;2015
11733;30;5,00;G;5,00;100;2015
11733;26;10,00;G;10,00;100;2015
28908;922;800,00;G;800,00;80;
28908;30;5,00;G;5,00;100;
28908;151;210,00;G;210,00;100;
28911;28910;40,00;G;40,00;100;
28911;922;59,00;G;59,00;100;
28911;30;1,00;G;1,00;100;
28912;28909;29,50;G;29,50;100;
28912;922;70,00;G;70,00;100;
28912;30;0,50;G;0,50;100;
28914;28913;1000,00;G;1000,00;100;
28914;30;5,00;G;5,00;100;
28943;28962;100,00;G;100,00;90;
28948;535;30,00;G;30,00;100;
28948;922;600,00;G;600,00;80;
28948;300;250,00;G;250,00;80;
28948;156;100,00;G;100,00;100;
28948;576;20,00;G;20,00;100;
28948;530;40,00;G;40,00;100;
28948;79;12,00;G;12,00;100;
28948;672;120,00;G;120,00;100;
28948;11030;350,00;G;350,00;100;
28948;142;100,00;G;100,00;100;
28949;1;10,00;G;10,00;100;
28949;922;500,00;G;500,00;80;
28949;530;10,00;G;10,00;100;
28949;79;6,00;G;6,00;100;
28949;142;170,00;G;170,00;100;
28949;26;5,00;G;5,00;100;
28949;672;60,00;G;60,00;100;
28949;156;150,00;G;150,00;100;
28949;541;55,00;G;55,00;100;
28949;11014;5,00;G;5,00;100;
28950;11511;970,00;G;970,00;87;
28950;29066;50,00;G;50,00;100;
28950;851;30,00;G;30,00;87;
28950;500;25,00;G;25,00;100;
28950;30;5,00;G;5,00;100;
28951;11511;437,00;G;437,00;82;
28951;110;30,00;G;30,00;100;
28951;858;28,00;G;28,00;82;
28951;126;50,00;G;50,00;100;
28951;541;4,00;G;4,00;100;
28952;28913;100,00;G;100,00;92;
28953;204;1000,00;G;1000,00;100;
28953;30;5,00;G;5,00;100;
28954;204;1000,00;G;1000,00;100;
28955;28913;1000,00;G;1000,00;100;
28956;28955;970,00;G;970,00;90;
28956;684;500,00;G;500,00;90;
28956;3;84,00;G;84,00;100;
28956;110;40,00;G;40,00;100;
28956;30;5,00;G;5,00;100;
28956;5900;6,00;G;6,00;100;
28957;2033;970,00;G;970,00;88;
28957;398;400,00;G;400,00;88;
28957;684;300,00;G;300,00;88;
28957;335;55,00;G;55,00;88;
28957;858;55,00;G;55,00;88;
28957;393;8,00;G;8,00;88;
28957;30;5,00;G;5,00;100;
28957;5900;16,00;G;16,00;100;
28957;7015;281,00;G;281,00;100;
28957;33449;300,00;G;300,00;86;
28958;28962;200,00;G;200,00;90;
28958;541;5,00;G;5,00;100;
28959;11521;170,00;G;170,00;100;
28959;335;165,00;G;165,00;64;
28959;536;135,00;G;135,00;100;
28959;11557;100,00;G;100,00;64;
28959;28928;250,00;G;250,00;64;
28959;333;6,00;G;6,00;64;
28959;30;5,00;G;5,00;100;
28961;398;400,00;G;400,00;85;
28961;393;8,00;G;8,00;10;
28961;3230;21,00;G;21,00;100;
28961;33026;150,00;G;150,00;100;
28963;311;50,00;G;50,00;90;
28963;335;300,00;G;300,00;88;
28963;398;400,00;G;400,00;88;
28963;387;160,00;G;160,00;86;
28963;205;400,00;G;400,00;88;
28963;541;40,00;G;40,00;100;
28963;11182;10,00;G;10,00;100;
28963;393;5,00;G;5,00;88;
28963;30;5,00;G;5,00;100;
28963;922;400,00;G;400,00;88;
28966;30;10,00;G;10,00;100;
28966;393;16,00;G;16,00;100;
28966;74;15,00;G;15,00;100;
28966;333;8,00;G;8,00;80;
28966;11089;600,00;G;600,00;100;
28966;335;110,00;G;110,00;80;
28966;541;23,00;G;23,00;100;
28966;437;100,00;G;100,00;80;
28967;320;40,00;G;40,00;100;
28967;300;30,00;G;30,00;100;
28967;562;15,00;G;15,00;100;
28967;471;15,00;G;15,00;100;
28968;311;300,00;G;300,00;100;
28968;11060;348,00;G;348,00;100;
28968;376;20,00;G;20,00;100;
28968;562;42,00;G;42,00;100;
28968;11159;96,00;G;96,00;100;
28969;120;100,00;G;100,00;100;
28969;922;300,00;G;300,00;54;
28970;156;308,00;G;308,00;100;
28970;922;2000,00;G;2000,00;86;
28970;30;5,00;G;5,00;100;
28971;1;6,00;G;6,00;100;
28971;20;2,00;G;2,00;100;
28971;922;3,00;G;3,00;100;
28971;32852;45,00;G;45,00;100;
28973;1;36,00;G;36,00;100;
28973;11557;4,00;G;4,00;100;
28973;922;3,00;G;3,00;100;
28973;32852;180,00;G;180,00;100;
28974;922;500,00;G;500,00;87;
28974;1;170,00;G;170,00;100;
28974;858;110,00;G;110,00;87;
28974;5901;150,00;G;150,00;100;
28974;26;50,00;G;50,00;87;
28974;30;5,00;G;5,00;100;
28974;110;1000,00;G;1000,00;100;
28975;30;5,00;G;5,00;100;
28975;921;1000,00;G;1000,00;80;
28975;110;260,00;G;260,00;100;
28975;858;220,00;G;220,00;80;
28975;5900;7,00;G;7,00;100;
28976;338;500,00;G;500,00;95;
28976;5901;108,00;G;108,00;100;
28976;1;85,00;G;85,00;100;
28976;153;120,00;G;120,00;100;
28977;852;30,00;G;30,00;73;
28977;1;36,00;G;36,00;100;
28978;335;55,00;G;55,00;85;
28978;754;150,00;G;150,00;80;
28978;205;480,00;G;480,00;85;
28978;632;150,00;G;150,00;85;
28978;30;5,00;G;5,00;100;
28978;5900;12,00;G;12,00;100;
28979;699;150,00;G;150,00;85;
28979;335;55,00;G;55,00;85;
28979;754;150,00;G;150,00;80;
28979;205;480,00;G;480,00;85;
28979;30;5,00;G;5,00;100;
28979;5900;12,00;G;12,00;100;
28980;754;200,00;G;200,00;85;
28980;11511;200,00;G;200,00;88;
28980;335;55,00;G;55,00;80;
28980;30;5,00;G;5,00;100;
28980;5900;14,00;G;14,00;100;
28981;28930;400,00;G;400,00;70;
28981;632;200,00;G;200,00;85;
28981;858;110,00;G;110,00;85;
28981;386;80,00;G;80,00;85;
28981;162;12,00;G;12,00;100;
28981;110;10,00;G;10,00;100;
28981;30;10,00;G;10,00;100;
28981;333;6,00;G;6,00;85;
28981;5900;16,00;G;16,00;100;
28982;1372;330,00;G;330,00;90;
28982;7015;250,00;G;250,00;95;
28982;29;500,00;G;500,00;90;
28982;335;55,00;G;55,00;90;
28982;858;110,00;G;110,00;90;
28982;5900;4,00;G;4,00;100;
28982;30;5,00;G;5,00;100;
28983;722;500,00;G;500,00;100;
28983;541;27,00;G;27,00;100;
28983;30;15,00;G;15,00;100;
28983;1;12,00;G;12,00;100;
28984;335;110,00;G;110,00;100;2011
28984;307;80,00;G;80,00;100;2011
28984;851;60,00;G;60,00;100;2011
28984;30;5,00;G;5,00;100;2011
28984;32704;400,00;G;400,00;100;2011
28985;11691;180,00;G;180,00;100;
28985;11159;144,00;G;144,00;100;
28985;335;27,00;G;27,00;100;
28986;836;100,00;G;100,00;80;
28987;866;100,00;G;100,00;80;
28988;684;500,00;G;500,00;85;
28988;834;250,00;G;250,00;67;
28988;29066;150,00;G;150,00;85;
28988;110;25,00;G;25,00;100;
28988;393;8,00;G;8,00;85;
28988;30;1,00;G;1,00;100;
28989;870;500,00;G;500,00;100;
28989;536;27,00;G;27,00;100;
28989;11557;50,00;G;50,00;100;
28990;864;96,00;G;96,00;70;
28990;500;140,00;G;140,00;100;
28990;393;40,00;G;40,00;70;
28991;900;100,00;G;100,00;100;
28991;28992;100,00;G;100,00;100;
28992;689;100,00;G;100,00;96;
28993;900;100,00;G;100,00;100;
28993;28992;200,00;G;200,00;100;
28994;541;113,00;G;113,00;100;
28994;922;500,00;G;500,00;87;
28994;1;170,00;G;170,00;100;
28994;858;110,00;G;110,00;87;
28994;26;50,00;G;50,00;87;
28994;30;5,00;G;5,00;100;
28994;110;1000,00;G;1000,00;100;
28996;684;500,00;G;500,00;87;
28996;541;113,00;G;113,00;100;
28996;1;170,00;G;170,00;100;
28996;858;110,00;G;110,00;87;
28996;26;50,00;G;50,00;87;
28996;30;5,00;G;5,00;100;
28996;110;1000,00;G;1000,00;100;
28998;500;150,00;G;150,00;100;
28998;922;500,00;G;500,00;87;
28998;1;170,00;G;170,00;100;
28998;858;110,00;G;110,00;87;
28998;26;50,00;G;50,00;87;
28998;30;5,00;G;5,00;100;
28998;110;1000,00;G;1000,00;100;
29000;684;500,00;G;500,00;87;
29000;1;170,00;G;170,00;100;
29000;858;110,00;G;110,00;87;
29000;26;50,00;G;50,00;87;
29000;30;5,00;G;5,00;100;
29000;110;1000,00;G;1000,00;100;
29000;500;150,00;G;150,00;100;
29002;922;500,00;G;500,00;87;
29002;125;1000,00;G;1000,00;100;
29002;541;38,00;G;38,00;100;
29002;30;7,50;G;7,50;100;
29002;26;50,00;G;50,00;87;
29002;3;35,00;G;35,00;87;
29003;606;500,00;G;500,00;87;
29003;125;1000,00;G;1000,00;100;
29003;541;38,00;G;38,00;100;
29003;30;7,50;G;7,50;100;
29003;26;50,00;G;50,00;87;
29003;3;35,00;G;35,00;87;
29005;500;50,00;G;50,00;100;
29005;922;500,00;G;500,00;87;
29005;125;1000,00;G;1000,00;100;
29005;30;7,50;G;7,50;100;
29005;26;50,00;G;50,00;87;
29005;3;35,00;G;35,00;87;
29006;684;500,00;G;500,00;87;
29006;125;1000,00;G;1000,00;100;
29006;30;7,50;G;7,50;100;
29006;26;50,00;G;50,00;87;
29006;3;35,00;G;35,00;87;
29006;500;50,00;G;50,00;100;
29007;600;500,00;G;500,00;87;
29007;125;1000,00;G;1000,00;100;
29007;30;7,50;G;7,50;100;
29007;26;50,00;G;50,00;87;
29007;3;35,00;G;35,00;87;
29007;500;50,00;G;50,00;100;
29011;335;60,00;G;60,00;88;
29011;392;10,00;G;10,00;88;
29011;30;5,00;G;5,00;100;
29011;369;2,00;G;2,00;88;
29011;812;500,00;G;500,00;80;
29011;500;20,00;G;20,00;100;
29012;307;400,00;G;400,00;90;
29012;1379;420,00;G;420,00;90;
29012;684;400,00;G;400,00;90;
29012;858;110,00;G;110,00;90;
29012;5900;16,00;G;16,00;100;
29012;30;5,00;G;5,00;100;
29012;1;8,00;G;8,00;100;
29013;922;800,00;G;800,00;85;
29013;707;120,00;G;120,00;60;
29013;398;400,00;G;400,00;85;
29013;386;180,00;G;180,00;85;
29013;205;240,00;G;240,00;85;
29013;339;100,00;G;100,00;85;
29013;335;55,00;G;55,00;85;
29013;29066;100,00;G;100,00;85;
29013;29010;22,00;G;22,00;100;
29013;834;300,00;G;300,00;67;
29013;333;12,00;G;12,00;100;
29015;666;100,00;G;100,00;100;
29015;454;120,00;G;120,00;100;
29015;619;200,00;G;200,00;100;
29016;619;200,00;G;200,00;100;
29016;432;140,00;G;140,00;100;
29016;666;100,00;G;100,00;100;
29017;643;600,00;G;600,00;100;
29017;925;300,00;G;300,00;95;
29017;27;10,00;G;10,00;100;
29017;11557;15,00;G;15,00;95;
29018;922;200,00;G;200,00;80;
29018;858;90,00;G;90,00;85;
29018;126;50,00;G;50,00;100;
29018;335;50,00;G;50,00;85;
29018;30;8,00;G;8,00;100;
29018;28930;500,00;G;500,00;70;
29018;11178;2,00;G;2,00;100;
29018;5900;50,00;G;50,00;100;
29019;922;200,00;G;200,00;80;
29019;126;50,00;G;50,00;100;
29019;858;90,00;G;90,00;85;
29019;335;50,00;G;50,00;85;
29019;30;8,00;G;8,00;100;
29019;11178;2,00;G;2,00;100;
29019;5900;50,00;G;50,00;100;
29019;28929;500,00;G;500,00;70;
29020;922;200,00;G;200,00;80;
29020;126;50,00;G;50,00;100;
29020;858;90,00;G;90,00;85;
29020;335;50,00;G;50,00;85;
29020;30;8,00;G;8,00;100;
29020;11178;2,00;G;2,00;100;
29020;5900;50,00;G;50,00;100;
29020;28946;500,00;G;500,00;70;
29021;922;200,00;G;200,00;80;
29021;126;50,00;G;50,00;100;
29021;858;90,00;G;90,00;85;
29021;335;50,00;G;50,00;85;
29021;30;8,00;G;8,00;100;
29021;11178;2,00;G;2,00;100;
29021;5900;50,00;G;50,00;100;
29021;28945;500,00;G;500,00;70;
29022;372;100,00;G;100,00;94;
29023;1372;250,00;G;250,00;100;
29023;541;40,00;G;40,00;100;
29023;11134;20,00;G;20,00;100;
29023;642;30,00;G;30,00;100;
29023;653;100,00;G;100,00;100;
29023;835;250,00;G;250,00;100;
29023;11057;150,00;G;150,00;100;
29023;11004;50,00;G;50,00;100;
29024;826;400,00;G;400,00;80;
29024;922;800,00;G;800,00;85;
29024;29010;11,00;G;11,00;100;
29024;205;120,00;G;120,00;88;
29024;335;55,00;G;55,00;88;
29024;835;100,00;G;100,00;80;
